question,user,category,detail1,detail2,detail3,detail4
반려동물이 무서워하는데 괜찮나요?,개인,U+스마트홈,스마트홈 기기,원격급식기,,
지난 경기 영상은 어디서 볼 수 있나요?,개인,모바일,부가서비스,영상,U+ 골프,
어떻게 설치하나요?,개인,U+스마트홈,스마트홈 기기,간편버튼 (Easy 전용),,
환불 정책은 어떻게 되나요?,개인,TV,상품안내,주요서비스,아이들나라,
교재 확대 계획이 있나요?,개인,TV,상품안내,주요서비스,아이들나라,
간식로봇의 기능이 무엇인가요?,개인,U+스마트홈,스마트홈 기기,간식로봇,,
"영업장에는 설치할 수 없다고 하는데, 집에서 부업을 하는 경우에도 영업장으로 분류되나요??",개인,U+스마트홈,U+스마트홈 서비스,우리집 지킴이 Easy,,
정기구독 이용 기간은 어떻게 되나요?,개인,5G,5G 부가서비스,스마트홈트,,
"프로그램을 선택해 ‘플랜 설계’를 하려고 하는데, 3개까지만 할 수 있다고 나와요.",개인,5G,5G 부가서비스,스마트홈트,,
인기선수 독점중계 및 출전선수 스윙보기 영상은 KLPGA 경기만 있나요?,개인,모바일,부가서비스,영상,U+ 골프,
반려동물이 무서워하는데 괜찮나요?,개인,U+스마트홈,스마트홈 기기,원격급식기,,
지난 경기 영상은 어디서 볼 수 있나요?,개인,모바일,부가서비스,영상,U+ 골프,
어떻게 설치하나요?,개인,U+스마트홈,스마트홈 기기,간편버튼 (Easy 전용),,
환불 정책은 어떻게 되나요?,개인,TV,상품안내,주요서비스,아이들나라,
교재 확대 계획이 있나요?,개인,TV,상품안내,주요서비스,아이들나라,
간식로봇의 기능이 무엇인가요?,개인,U+스마트홈,스마트홈 기기,간식로봇,,
"영업장에는 설치할 수 없다고 하는데, 집에서 부업을 하는 경우에도 영업장으로 분류되나요??",개인,U+스마트홈,U+스마트홈 서비스,우리집 지킴이 Easy,,
정기구독 이용 기간은 어떻게 되나요?,개인,5G,5G 부가서비스,스마트홈트,,
"프로그램을 선택해 ‘플랜 설계’를 하려고 하는데, 3개까지만 할 수 있다고 나와요.",개인,5G,5G 부가서비스,스마트홈트,,
추천 콘텐츠는 무엇을 기준으로 추천하나요?,개인,TV,상품안내,주요서비스,아이들나라,
영상 빠르기를 조절할 수 있나요?,개인,5G,5G 부가서비스,스마트홈트,,
운동을 하려는데 휴식일로 나와요.,개인,5G,5G 부가서비스,스마트홈트,,
어느 정도 거리까지 움직임을 감지하나요?,개인,U+스마트홈,스마트홈 기기,동작감지센서 (Easy 전용),,
간편버튼의 주요 기능은 무엇인가요?,개인,U+스마트홈,스마트홈 기기,간편버튼 (Easy 전용),,
"장난이나, 실수로 112 출동 요청을 한 경우 어떻게 되나요?",개인,U+스마트홈,U+스마트홈 서비스,우리집 지킴이 Easy,,
"1회차를 무료로 체험했는데, 상세 기록을 확인할 수 있나요?",개인,5G,5G 부가서비스,스마트홈트,,
내가 나오는 화면이 빨간 불빛으로 깜빡거려요.,개인,5G,5G 부가서비스,스마트홈트,,
외부에서 동작이 가능한가요?,개인,U+스마트홈,스마트홈 기기,간식로봇,,
면허증 검증자는 내 운전면허 정보를 모두 볼 수 있는 건가요?,개인,모바일,부가서비스,안심/안전,PASS 모바일운전면허 확인 서비스,
어디에서 사용할 수 있나요?,개인,모바일,부가서비스,안심/안전,PASS 모바일운전면허 확인 서비스,
영상 빠르기를 조절할 수 있나요?,개인,5G,5G 부가서비스,스마트홈트,,
운동을 하려는데 휴식일로 나와요.,개인,5G,5G 부가서비스,스마트홈트,,
어느 정도 거리까지 움직임을 감지하나요?,개인,U+스마트홈,스마트홈 기기,동작감지센서 (Easy 전용),,
간편버튼의 주요 기능은 무엇인가요?,개인,U+스마트홈,스마트홈 기기,간편버튼 (Easy 전용),,
"장난이나, 실수로 112 출동 요청을 한 경우 어떻게 되나요?",개인,U+스마트홈,U+스마트홈 서비스,우리집 지킴이 Easy,,
"1회차를 무료로 체험했는데, 상세 기록을 확인할 수 있나요?",개인,5G,5G 부가서비스,스마트홈트,,
내가 나오는 화면이 빨간 불빛으로 깜빡거려요.,개인,5G,5G 부가서비스,스마트홈트,,
외부에서 동작이 가능한가요?,개인,U+스마트홈,스마트홈 기기,간식로봇,,
면허증 검증자는 내 운전면허 정보를 모두 볼 수 있는 건가요?,개인,모바일,부가서비스,안심/안전,PASS 모바일운전면허 확인 서비스,
간편버튼의 주요 기능은 무엇인가요?,개인,U+스마트홈,스마트홈 기기,간편버튼 (Easy 전용),,
"장난이나, 실수로 112 출동 요청을 한 경우 어떻게 되나요?",개인,U+스마트홈,U+스마트홈 서비스,우리집 지킴이 Easy,,
"1회차를 무료로 체험했는데, 상세 기록을 확인할 수 있나요?",개인,5G,5G 부가서비스,스마트홈트,,
내가 나오는 화면이 빨간 불빛으로 깜빡거려요.,개인,5G,5G 부가서비스,스마트홈트,,
외부에서 동작이 가능한가요?,개인,U+스마트홈,스마트홈 기기,간식로봇,,
면허증 검증자는 내 운전면허 정보를 모두 볼 수 있는 건가요?,개인,모바일,부가서비스,안심/안전,PASS 모바일운전면허 확인 서비스,
물세척할 수 있나요?,개인,U+스마트홈,스마트홈 기기,간식로봇,,
어떤 경우에 도난 보상을 받을 수 없나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
"서비스를 이용하려고 하는데, 유효하지 않은 면허증이라고 나와요.",개인,모바일,부가서비스,안심/안전,PASS 모바일운전면허 확인 서비스,
"U+아이들나라 모바일 앱에서도 영어레벨테스트, 맞춤도서추천, 육아종합검사와 같은 테스트를 받을 수 있나요?",개인,TV,상품안내,주요서비스,아이들나라,
최대 몇 대 설치 가능한가요?,개인,U+스마트홈,스마트홈 기기,도어센서 (Easy 전용),,
"온도, 습도, 기압은 몇 시간마다 확인 가능한가요?",개인,U+스마트홈,스마트홈 기기,온습도센서 (Easy 전용),,
‘AI코칭’은 무엇인가요?,개인,5G,5G 부가서비스,스마트홈트,,
영상을 ‘멀티뷰’로 보면 제 모습이 화면에 안 나와요.,개인,5G,5G 부가서비스,스마트홈트,,
내가 운동하는 모습을 화면에 안 나오게 할 수 있나요?,개인,5G,5G 부가서비스,스마트홈트,,
제가 플랜 설계한 운동에는 '멀티뷰 보기' 버튼이 없어요,개인,5G,5G 부가서비스,스마트홈트,,
충전 중 폭발의 위험성은 없나요?,개인,U+스마트홈,스마트홈 기기,간식로봇,,
어떤 경우에 도난 보상을 받을 수 없나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
"서비스를 이용하려고 하는데, 유효하지 않은 면허증이라고 나와요.",개인,모바일,부가서비스,안심/안전,PASS 모바일운전면허 확인 서비스,
"U+아이들나라 모바일 앱에서도 영어레벨테스트, 맞춤도서추천, 육아종합검사와 같은 테스트를 받을 수 있나요?",개인,TV,상품안내,주요서비스,아이들나라,
최대 몇 대 설치 가능한가요?,개인,U+스마트홈,스마트홈 기기,도어센서 (Easy 전용),,
"온도, 습도, 기압은 몇 시간마다 확인 가능한가요?",개인,U+스마트홈,스마트홈 기기,온습도센서 (Easy 전용),,
‘AI코칭’은 무엇인가요?,개인,5G,5G 부가서비스,스마트홈트,,
영상을 ‘멀티뷰’로 보면 제 모습이 화면에 안 나와요.,개인,5G,5G 부가서비스,스마트홈트,,
내가 운동하는 모습을 화면에 안 나오게 할 수 있나요?,개인,5G,5G 부가서비스,스마트홈트,,
제가 플랜 설계한 운동에는 '멀티뷰 보기' 버튼이 없어요,개인,5G,5G 부가서비스,스마트홈트,,
충전 중 폭발의 위험성은 없나요?,개인,U+스마트홈,스마트홈 기기,간식로봇,,
어떤 경우에 도난 보상을 받을 수 없나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
"서비스를 이용하려고 하는데, 유효하지 않은 면허증이라고 나와요.",개인,모바일,부가서비스,안심/안전,PASS 모바일운전면허 확인 서비스,
"U+아이들나라 모바일 앱에서도 영어레벨테스트, 맞춤도서추천, 육아종합검사와 같은 테스트를 받을 수 있나요?",개인,TV,상품안내,주요서비스,아이들나라,
충전 중 폭발의 위험성은 없나요?,개인,U+스마트홈,스마트홈 기기,간식로봇,,
어떤 경우에 도난 보상을 받을 수 없나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
"서비스를 이용하려고 하는데, 유효하지 않은 면허증이라고 나와요.",개인,모바일,부가서비스,안심/안전,PASS 모바일운전면허 확인 서비스,
"U+아이들나라 모바일 앱에서도 영어레벨테스트, 맞춤도서추천, 육아종합검사와 같은 테스트를 받을 수 있나요?",개인,TV,상품안내,주요서비스,아이들나라,
간식로봇이 배변패드와 같은 위험 장소로 지나가지 못하도록 하고 싶어요.,개인,U+스마트홈,스마트홈 기기,간식로봇,,
체험 시설 관련 구매한 것을 환불 받고 싶어요.,개인,TV,상품안내,주요서비스,아이들나라,
일시불로 모든 책을 받을 수는 없나요?,개인,TV,상품안내,주요서비스,아이들나라,
IPx5등급의 방수 기능의 수준은 어느 정도인가요?,개인,TV,상품안내,주요서비스,아이들나라,
"교재를 구입하지 않고, VOD만 결제할 수 없나요?",개인,TV,상품안내,주요서비스,아이들나라,
간식로봇에는 어떤 간식을 사용해야 하나요?,개인,U+스마트홈,스마트홈 기기,간식로봇,,
교재상품 가입 시 놀이펜을 함께 구입하면 뭐가 좋나요?,개인,TV,상품안내,주요서비스,아이들나라,
‘AR자세보기’는 무엇인가요?,개인,5G,5G 부가서비스,스마트홈트,,
"경찰에 신고 문자메시지를 발송하고 나면, 이후 출동 과정은 어떻게 되나요?",개인,U+스마트홈,U+스마트홈 서비스,우리집 지킴이 Easy,,
"운동이 끝나고 피드백화면에 내 사진이 저장되어 나오는데, 다른 사람도 보게 되는 거 아닌가요?",개인,5G,5G 부가서비스,스마트홈트,,
영상 재생 중 이전 동작을 다시 보고 싶은데 재생바를 눌러도 장면 이동이 안 돼요.,개인,5G,5G 부가서비스,스마트홈트,,
체험 시설 관련 구매한 것을 환불 받고 싶어요.,개인,TV,상품안내,주요서비스,아이들나라,
일시불로 모든 책을 받을 수는 없나요?,개인,TV,상품안내,주요서비스,아이들나라,
IPx5등급의 방수 기능의 수준은 어느 정도인가요?,개인,TV,상품안내,주요서비스,아이들나라,
"교재를 구입하지 않고, VOD만 결제할 수 없나요?",개인,TV,상품안내,주요서비스,아이들나라,
간식로봇에는 어떤 간식을 사용해야 하나요?,개인,U+스마트홈,스마트홈 기기,간식로봇,,
충전기가 없는데 원래 없나요?,개인,TV,상품안내,주요서비스,아이들나라,
"아직 간식을 먹지 않는데, 사료를 넣어도 될까요?",개인,U+스마트홈,스마트홈 기기,간식로봇,,
국내 거주 중인 외국인도 이용할 수 있나요?,개인,모바일,부가서비스,안심/안전,PASS 모바일운전면허 확인 서비스,
"발급일, 식별번호가 '미표기'로 나와요.",개인,모바일,부가서비스,안심/안전,PASS 모바일운전면허 확인 서비스,
영상은 빨리 감기가 안되나요?,개인,5G,5G 부가서비스,스마트홈트,,
흘려듣기 영상에서 본 영상을 다시 볼 수 있나요?,개인,TV,상품안내,주요서비스,아이들나라,
보드판을 복사해서 써도 되나요?,개인,TV,상품안내,주요서비스,아이들나라,
외부에서 스케줄을 변경하고 싶어요.,개인,U+스마트홈,스마트홈 기기,간식로봇,,
토출되는 간식의 양을 조절할 수 있나요?,개인,U+스마트홈,스마트홈 기기,간식로봇,,
로봇 케이스는 꼭 사용해야 하나요?,개인,U+스마트홈,스마트홈 기기,간식로봇,,
어떤 경우에 화재 보상을 받을 수 없나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
"아직 간식을 먹지 않는데, 사료를 넣어도 될까요?",개인,U+스마트홈,스마트홈 기기,간식로봇,,
국내 거주 중인 외국인도 이용할 수 있나요?,개인,모바일,부가서비스,안심/안전,PASS 모바일운전면허 확인 서비스,
"발급일, 식별번호가 '미표기'로 나와요.",개인,모바일,부가서비스,안심/안전,PASS 모바일운전면허 확인 서비스,
영상은 빨리 감기가 안되나요?,개인,5G,5G 부가서비스,스마트홈트,,
흘려듣기 영상에서 본 영상을 다시 볼 수 있나요?,개인,TV,상품안내,주요서비스,아이들나라,
보드판을 복사해서 써도 되나요?,개인,TV,상품안내,주요서비스,아이들나라,
외부에서 스케줄을 변경하고 싶어요.,개인,U+스마트홈,스마트홈 기기,간식로봇,,
