	2021년 3월 12일	별표 5개 만점에 1개를 받았습니다.	일시적인 오류(10)와이파이 끄라고해서 껏고 메일 보내라고 해서 보냈고 그럼 피드백 이 있어야하는거 아닌가요? 유관 부서로 메일 포워딩 하려고 보내라고 했습니까? 메일에도 말했듯이 이용료 내면서 이용하는 고객의 입장에서 내가 왜 이런 불편을 느껴야 하는지 이해가 전혀 가지 않네요 벌써 열흘도 훨씬 넘었네요 빠른 답변 바랍니다 ㅡ.ㅡ	0
15814	2018년 8월 23일	별표 5개 만점에 1개를 받았습니다.	영화 다운로드해서 보려고 결제 완료창까지 띄웠는데 갑자기 꺼지더니 영화 결제내역에도 없고 소장목록에도 없고 다운로드목록에도 없네요. 결제는 완료됐다고 문자까지 날아왔는데 환불하고싶어도 결제내역이 없으니 환불도 못하고. 빠른시간 내에 확인 후 조치 바랍니다	0
4657	2019년 1월 31일	별표 5개 만점에 1개를 받았습니다.	다운로드 하려고 구매했는데 다운로드 누르면 앱이 멈춰요 다운도 안되고. 환불해주세요.	0
14020	2019년 2월 27일	별표 5개 만점에 5개를 받았습니다.	굿	1
15197	2018년 10월 15일	별표 5개 만점에 5개를 받았습니다.	좋아요ㅎㅎ	1
5676	2020년 2월 13일	별표 5개 만점에 2개를 받았습니다.	갑자기 7일전부터 로그인실패로 나옴	0
12362	2019년 12월 20일	별표 5개 만점에 4개를 받았습니다.	좋아요	1
6099	2019년 6월 9일	별표 5개 만점에 1개를 받았습니다.	왜 접속도 안되는건가요...	0
1434	2019년 2월 1일	별표 5개 만점에 2개를 받았습니다.	이용이 더 불편했졌어요. 그전 서비스 이용이 더 편리하고 좋아었는데 지금은 시청 할 때 필요한 것들 없애고 딱 10초 간격만 조절하는데 더불편감이 있어 오히려 이용이 어렵다고 봅니다.	0
13707	2019년 2월 28일	별표 5개 만점에 5개를 받았습니다.	이벤트참여요♡ hi______shin@네이버닷컴 항상 잘보고있어요♡ 화이팅♡	1
5644	2019년 2월 2일	별표 5개 만점에 3개를 받았습니다.	전엔 괜찮았는데 업뎃 되고나서부터 계속 튕겨요...	1
5362	2019년 1월 29일	별표 5개 만점에 5개를 받았습니다.	깔끔하고 간지나는 디자인으로 바뀌어서 너무 좋습니다	1
16029	2018년 8월 29일	별표 5개 만점에 1개를 받았습니다.	왜자꾸오류뜨고안됨? 짜증남	0
1817	2019년 6월 15일	별표 5개 만점에 1개를 받았습니다.	이용할수없다는 오류창이 계속떠요 하란대로 다 해도 다시접속하면 또 오류뜨고 제거하고다시깔기를반복해도 안되네요 신랑은같은엘지인데 잘되고있던데 원인이 뭔가요?	0
1344	2019년 2월 7일	별표 5개 만점에 1개를 받았습니다.	최근재생목록이 휴지통표시눌러도 삭제가안된다고 리뷰남겼었는데 휴지통누르면삭제된다고 답변이달리네요 삭제가안되니문의를한건데요...어떤건삭제가되고 어떤건안되고...되려면 다되던가 안되려면 다안되던가 데이터삭제도해보고 업데이트제거했다가 다시 업데이트해보고 몇번씩 해봐도 안됨 이게몬가요 불편해죽겠네요	0
5138	2020년 3월 15일	별표 5개 만점에 1개를 받았습니다.	월정액을 가입했었는데 한달은 시청을 하고나서 다음 결제 전에 해지신청을 했었는데 해지가 안 되어 멋대로 7700원이란 돈이 나갔네요. 월정액 시청도 안 했는데 이제야 해지가 되고 7700원은 그냥 나가기만 했네요. 환불 안 해주시나요?	0
6176	2019년 2월 9일	별표 5개 만점에 1개를 받았습니다.	최신 업뎃 이후 오류30뜨며 실행안됨 머하자는건지 모르겟다 앞으로 이용안함	0
15753	2018년 10월 15일	별표 5개 만점에 4개를 받았습니다.	좋아요	1
15271	2018년 10월 16일	별표 5개 만점에 4개를 받았습니다.	Good	1
5262	2020년 7월 8일	별표 5개 만점에 5개를 받았습니다.	재미있게 잘보고있어용~^^무료 중드에 푹 빠짐!	1
7100	2018년 11월 12일	별표 5개 만점에 3개를 받았습니다.	요즘 렉 너무 심하게 걸려요..	1
2281	2019년 2월 2일	별표 5개 만점에 1개를 받았습니다.	기존에 가입했던 약정액 사라졌는데 자동결제청구되고 출금해감 . 업 데이트 후 몹시 느리고 로긴시 꺼지고 아무기능도 안되는 몹쓸앱. 어디에 신고하나요	0
5032	2019년 8월 14일	별표 5개 만점에 3개를 받았습니다.	영화다운로드중 지속적으로 네트워크 오류가 뜹니다	1
1720	2019년 8월 10일	별표 5개 만점에 3개를 받았습니다.	어플이 꺼짐 현상으로 댓글 남겼었는데 이제 꺼짐 현상은 해결되었어요 . 하지만 어떤 영상은 소리가 작게나오고 어떤영상은 본래 소리로 나오네요 ... 고쳐주세요ㅠ	1
2351	2019년 2월 15일	별표 5개 만점에 1개를 받았습니다.	왜 바꾼건지 메뉴 찾기도 힘들고 팔고자하는것만 크게 보이게하고 접속 오류도 많고 화면 빨리 넘기기 기능도 불편하고 이전 버전이 훨씬 좋다	0
1623	2018년 12월 23일	별표 5개 만점에 2개를 받았습니다.	괜찮긴한데 데이터 6.6 요금제 사용하고 있는데 왜 비디오 전용 데이터가 먼저 소진되지 않고 그냥 일반 데이터가 소진되나요. 그거 믿고 보다가 지금 엄청 아끼면서 사용하고 있어요.	0
2883	2019년 6월 16일	별표 5개 만점에 1개를 받았습니다.	잘 쓰고 있었는데, 앱 구동이 언제부터 엄청 부족해졌네요 작동이 시원치 못합니다 업데이트도 이전만큼 못하네요	0
14588	2018년 10월 16일	별표 5개 만점에 2개를 받았습니다.	업데이트하는 이유를 모르겠네..업데이트하면 더 안좋아디는데..제발 업데이트하지마!!	0
1544	2019년 7월 8일	별표 5개 만점에 1개를 받았습니다.	메모리를 너무 많이 사옿합니다. LG G6 사용하는데 고사양은 아니지만 그렇다고 저사양도 아닌데 이 프로그램 하나만 실행하면 메모리를 90퍼센트나 잡아먹습니다. 통신속도가 빨라도 화면과 오디오 싱크가 불잀지 하기도 합니다.	0
3610	2019년 5월 20일	별표 5개 만점에 3개를 받았습니다.	이게요 다른 건 다 정상적으로 작동되는데 제가 티비로 영국 드라마 셜록 소장 패키지를 샀거든요? 근데 이 앱으로 설치가 안되서요, 최대한 빨리 답변해주시길 부탁드립니다	1
744	2019년 2월 17일	별표 5개 만점에 1개를 받았습니다.	실시간 tv가 너무 불편합니다. 채널돌리기도 어렵고 예전 비디오 포털방식을 돌려주셨으면 좋겠어요 설정란에 구버전UI를 선택할 수 있게라도 해주셨으면 좋겠습니다. 홈보이는 어플리케이션 호환도 안됩니다. 예전 비디오포털 앱은 잘 됐거든요.	0
628	2019년 2월 11일	별표 5개 만점에 1개를 받았습니다.	아우 속터져 통신사 바꾸고 싶다. 이걸 개발이라고.. 개발일 20년인데 이건 UI개선도 아니고 기능도 아니고 심지어 디자인도 아니고.. 이게 뭐야.. ? 유플러스 담당자와 외주개발업체 담당자 유착이나 계좌털어봐요. 이게 무슨 말도 안되는 업데이트야. 기본도 안되있는게.. 답변에 관련부서랑 논의한데.. ㅋㅋㅋ 이보세요. 유플러스 말아먹고 있는 양반들끼리 뭘 협의를해 하기는.. 아 웃겼다	0
3799	2020년 11월 25일	별표 5개 만점에 1개를 받았습니다.	쓸데없이광고하려 업뎃하냐 그만좀하고 용량무지하게 잡아먹으면서 업뎃안하면 못보게해놔서 너무짜증나니까 업뎃안하고싶으니까 안한상태로보게하든가 너무짜증나네 유료끈어버리던가해야지	0
11845	2020년 7월 8일	별표 5개 만점에 4개를 받았습니다.	오가이	1
13070	2019년 6월 17일	별표 5개 만점에 1개를 받았습니다.	너무 너려 복잡하고	0
3690	2020년 4월 29일	별표 5개 만점에 5개를 받았습니다.	다 좋은데 애니월정액 오래본 사람으로서 정말 볼게 넘 없어요 새로운건 다 돈 줘야하고.. 월정액 오래 유지하는 사람들 위해서 좀 더 볼게 많았음 좋겠네요	1
11306	2019년 11월 6일	별표 5개 만점에 5개를 받았습니다.	좋아요~~~~~^^	1
5244	2020년 11월 25일	별표 5개 만점에 3개를 받았습니다.	실시간이지만좋아요	1
10205	2019년 1월 29일	별표 5개 만점에 5개를 받았습니다.	아주아주 좋아요	1
4186	2019년 6월 20일	별표 5개 만점에 1개를 받았습니다.	영상이 너무 끊겨요 tv이용할려고 88요금제 사용중인데 의미가없는거같습니다	0
14343	2019년 1월 28일	별표 5개 만점에 4개를 받았습니다.	깔끔하고 좀 더 디테일하게 바뀌었네요 블랙바탕도 맘에 드네요	1
10538	2019년 2월 2일	별표 5개 만점에 2개를 받았습니다.	야 구글로그인은 왜있냐	0
3605	2019년 6월 9일	별표 5개 만점에 1개를 받았습니다.	어제부터 서비스가 안된다고 뜨는데... 업그레드중인가요?? 암것도 안틀어지네요 공지도안들어가지고 왜일까요	0
13295	2019년 6월 18일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
10815	2019년 1월 28일	별표 5개 만점에 5개를 받았습니다.	매우 좋아요	1
5966	2019년 12월 20일	별표 5개 만점에 1개를 받았습니다.	월정액9.900원영화및미드 무제한 결제하고 미.영드 시리즈 시즌1~시즌5까지 있는게 시즌2까지밖에 못보고 이게 무슨 애들장난도 아니고 보다가 갑자기 돈내라고뜨면.. 돈내고 보는건데 또 결제하라니; 사기당한거 같고 티비에서도 틀어주는 영화들만 월정액으로 볼수있고 그냥젤비싼월정액으로 결제 해야 다볼수있다고 써있었으면 그걸로 결제햇을것을.. 기분만상하고 볼라고해도 다돈내라니 돈을냇는데도 어이가없네요	0
6632	2019년 6월 1일	별표 5개 만점에 3개를 받았습니다.	지상파실시간보기는 없네요	1
6583	2018년 10월 24일	별표 5개 만점에 3개를 받았습니다.	무료컨텐츠 앞으로도 많이 제공 바랍니다	1
3090	2019년 4월 27일	별표 5개 만점에 1개를 받았습니다.	이거 왜이러죠??? 계속해서 오류만뜬다고하고 아예안돼네요 그래서 한참을 네이버에다가검색했는데도 제가 잘못한건 1도없는데 왜 그런거죠???? 답좀 남겨주세요 진짜 개빡치니까	0
13795	2019년 2월 15일	별표 5개 만점에 5개를 받았습니다.	대굴	1
12802	2019년 10월 27일	별표 5개 만점에 5개를 받았습니다.	굿	1
13660	2019년 2월 24일	별표 5개 만점에 2개를 받았습니다.	딱히좋아진것두모르겠구만업데이트계속시키네	0
10737	2020년 4월 29일	별표 5개 만점에 5개를 받았습니다.	좋아요..야구 중계	1
9795	2018년 10월 15일	별표 5개 만점에 3개를 받았습니다.	잘 보고 있어요	1
7491	2018년 9월 18일	별표 5개 만점에 2개를 받았습니다.	잘이용하고있었는데 갑자기 나의무료에 월정액 끊어논게없어졌어요 cj월정액이용중인데, 어찌된건가요	0
11763	2020년 7월 9일	별표 5개 만점에 3개를 받았습니다.	좋아요	1
9781	2019년 2월 16일	별표 5개 만점에 5개를 받았습니다.	영화가정말좋아요	1
7732	2019년 2월 15일	별표 5개 만점에 4개를 받았습니다.	영화 찾기 쉬워졌네요..	1
1744	2019년 2월 13일	별표 5개 만점에 1개를 받았습니다.	리얼다운그레이드 아니 디자인적인 요소만고려한듯 편의성이나 카테고리분류 손가락이동으로 재생하는거렉등등 전부다다운그레이드 보고싶은거있으면 무조건검색에 이건완전실패작 엘지벗어나고싶을정도다	0
16227	2018년 8월 27일	별표 5개 만점에 4개를 받았습니다.	좋아요^^	1
1140	2019년 1월 30일	별표 5개 만점에 5개를 받았습니다.	늘 잘 이용하고 있어요. 퇴근 후 놓치게 된 티비프로 다시보기는 꿀이죠 꿀~ 아이콘이 바뀌어 없어진건가하고 한참 찾았는데 새롭게 바뀐거였네요~ 전에는 회차를 일일이 눌러 내용을 확인했었는데 바뀌고나서는 회차정보가 바로 뜨니 좋네요 ^^ kshee1201@지메일닷컴	1
11190	2019년 12월 22일	별표 5개 만점에 5개를 받았습니다.	아주 좋음~^^	1
3644	2019년 6월 12일	별표 5개 만점에 1개를 받았습니다.	왜 갑자기 앱을 눌러서 실행시켜도 구동 화면에서 계속 멈춰있는지 모르겠네요 빨리 해결해주세요	0
7054	2019년 2월 21일	별표 5개 만점에 1개를 받았습니다.	기존앱의 1/1000도 안되는 편의성 기존의 편리함을 싹없애버린 어플	0
7591	2020년 6월 18일	별표 5개 만점에 3개를 받았습니다.	알라딘을 다운받아볼려하는데 다운로드중다음에 아무것도안되요 제돈2500원 그냥 날린건가요?	1
1627	2019년 2월 14일	별표 5개 만점에 5개를 받았습니다.	모바일로 티비를 간편하게 볼수 있어서 너무 좋아요 다만 공중파방송은 실시간으로 볼수가 없다는 것에서 좀 아쉬워요ㅠㅠ 드라마는 한번에 몰아보는게 더 좋아서 무료로 볼수있을때 한번에 몰아서 보는 편인데 되게 좋아요^^ 쉬는날에는 항상 드라마를 몰아서 보는편이라 너무 좋습니다. vlwk1124@네이버	1
2262	2019년 6월 30일	별표 5개 만점에 1개를 받았습니다.	이거 왜 자꾸 튕겨요ㅡㅡ 탭 껐다 키고 설치 지금 다시 하는데도 영화 보다 그냥 꺼져버립니다. 이런지 2주정도 됐어요. 짜증나서 통신사 어플 다 옮길랍니다.	0
14758	2019년 6월 7일	별표 5개 만점에 5개를 받았습니다.	감사합니다	1
16026	2018년 7월 29일	별표 5개 만점에 4개를 받았습니다.	이거 지금 어제부터 안되고 있는데 업데이트를 해도 안되요	1
11704	2020년 10월 7일	별표 5개 만점에 1개를 받았습니다.	별로0+	0
1033	2019년 1월 29일	별표 5개 만점에 4개를 받았습니다.	자막이너무커요.조절할수도없고요.다음업데이트때라도자막사이즈조절가능하게해주세요! 그것빼고전반적으로는비디오포털때보다나아진것같아요. 자막사이즈조절안되어별한개뺍니다.시정해주세요. 수고많으세요!	1
3425	2020년 8월 17일	별표 5개 만점에 3개를 받았습니다.	저도 아래분처럼 몇일전부터 계속 TV연결이 안되고 고장신고로 문의 했는데도 셋탑박스는 이상이 없다고 합니다	1
2638	2020년 4월 13일	별표 5개 만점에 1개를 받았습니다.	노트9 사용자 입니다 영화등 볼때 잡음 때문에 엄청 불편합니다 2월에 문의 했고 해결 하겠다는 답변 받았는데 아직 까지 해결이 안되네요 삭제 후 재설치 해도 똑같습니다 답답하네요 도대체 언제 해결이 되는건가요	0
13801	2019년 2월 26일	별표 5개 만점에 5개를 받았습니다.	유플굿굿	1
2031	2019년 4월 15일	별표 5개 만점에 3개를 받았습니다.	잘 사용하고있었는데 갑자기 '컨텐츠 저작권 오류' 문구가 나오면서 아무런 영상도 안나와요!!뭐가 문제인건가요ㅜㅜ	1
13717	2019년 2월 17일	별표 5개 만점에 5개를 받았습니다.	굿ㅎㅎㅎ	1
2565	2019년 1월 12일	별표 5개 만점에 2개를 받았습니다.	잘사용하다가. 갑자기 아에 안들어가지고 오류가 뜨네요. 그리고 와이파이 아닐때는. 들어가져요 왜그런가요??	0
9937	2020년 6월 1일	별표 5개 만점에 1개를 받았습니다.	계속오류가떠요	0
1062	2019년 2월 17일	별표 5개 만점에 2개를 받았습니다.	실시간에서 화면크게할때 예전엔 두번터치하면 커지고 작아졌는데 이번엔 오른쪽아래 작은화살표로만 되어있어 누르기도 힘들고 안되서 여러번 누르면 다시 작아져서 아쭈 불편합니다 그리고 보다가 시간보려고하면 예전엔 화면만 터치하면됐는데 이젠 화면을 내리고보던가 뭔가 더 터치해야해서 또 불편합니다 화면 틀어놓고 딴거하려고 작은 창으로 바꾸려고보니 작은창이 안되는 방송도 있어 불편합니다 넷플리스 따라한거같은데 화면은 전에 쓰던방식이 더 편합니다 프로그램이 한눈에 들어오질않아요 우리 방식도 꽤 괜찮지 않나요? 이제 남에꺼 생각없이 따라하지 말고 기존 자기 생각대로 만드셨음 좋겠습니다 우리 시스템 좋습니다 자신감을 갖으세요 왠지 불편함을 모두 소비자에게 돌리는거같아 이 앱을 계속 써야할지 고민됩니다	0
